JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2449013.952,2.3,,,Vis.,NMS,,,,,,,,V,,,,BET PER,,STD,,,,
2449014.27,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449014.371,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449015.193,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449015.257,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449015.965,2.4,,,Vis.,NMS,C,,,,,,,V,,,,BET PER,,STD,,,,
2449016.213,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449017.167,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449017.510,2.3,,,Vis.,NMS,,,,,,,,V,,,,BET PER,,STD,,,,
2449017.936,2.7,,,Vis.,NMS,C,,,,,,,V,,,,BET PER,,STD,,,,
2449018.197,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449018.651,2.1,,,Vis.,SWX,,,,,,,,V,,,,BET PER,,STD,,,,
2449020.4771,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449021.5792,2.4,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449023.204,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449023.326,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449024.329,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449025.5125,2.5,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449026.322,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449028.359,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449029.197,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449029.309,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449030.225,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449033.173,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449033.265,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449033.5292,3.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449033.5312,2.7,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.5465,3.0,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.5556,3.3,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.5667,3.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.577,3.2,,,Vis.,NMS,,,,,,,,V,,,,BET PER,,STD,,,,
2449033.5833,3.2,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.5910,2.8,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.6014,2.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449033.6118,2.7,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449034.205,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449035.181,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449035.3,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449035.364,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449036.298,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449036.4639,3.1,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449037.736,2.1,,,Vis.,NMS,C,,,,,,,V,,,,BET PER,,STD,,,,
2449039.5736,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449040.282,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449041.279,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449041.359,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449041.663,2.2,,,Vis.,NMS,,,,,,,,V,,,,BET PER,,STD,,,,
2449042.375,2.1,,,Vis.,GBZ,C,,,,,,,V,,,,BET PER,,STD,,,,
2449044.234,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449044.4743,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449045.27,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449045.314,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449045.6348,2.1,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449046.217,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449046.312,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449046.797,2.5,,,Vis.,NMS,C,,,,,,,V,,,,BET PER,,STD,,,,
2449047.217,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449047.333,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.206,2.2,,,Vis.,OER,C,,,,,,,V,,,,BET PER,,STD,,,,
2449048.293,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.4646,2.5,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.4834,2.3,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.501,2.4,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.5202,2.3,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449048.5473,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449050.283,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449050.6444,2.7,,,Vis.,HUZ,M,,,,,,,V,,,,BET PER,,STD,,,,
2449050.6611,2.7,,,Vis.,HUZ,M,,,,,,,V,,,,BET PER,,STD,,,,
2449050.6715,2.8,,,Vis.,HUZ,M,,,,,,,V,,,,BET PER,,STD,,,,
2449050.7097,3.1,,,Vis.,HUZ,M,,,,,,,V,,,,BET PER,,STD,,,,
2449053.6215,3.5,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6410,3.1,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6486,3.0,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6583,3.0,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6701,2.8,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6812,2.8,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.6917,2.7,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.7076,2.6,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.7174,2.5,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.7264,2.5,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.7438,2.4,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449053.7611,2.4,,,Vis.,HRI,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449054.213,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449054.5306,2.3,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449056.246,2.1,,,Vis.,OER,C,,,,,,,V,,,,BET PER,,STD,,,,
2449059.5299,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449062.228,3.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449062.5688,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449065.5084,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449066.219,1.8,,,Vis.,OER,,,,,,,,V,,,,BET PER,,STD,,,,
2449066.229,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449067.229,1.8,,,Vis.,OER,,,,,,,,V,,,,BET PER,,STD,,,,
2449069.221,1.9,,,Vis.,OER,,,,,,,,V,,,,BET PER,,STD,,,,
2449069.5000,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449071.225,1.8,,,Vis.,OER,,,,,,,,V,,,,BET PER,,STD,,,,
2449073.204,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449073.3,2.9,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449073.301,2.7,,,Vis.,OER,C,,,,,,,V,,,,BET PER,,STD,,,,
2449073.5570,2.1,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449074.202,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449076.233,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449078.4806,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449082.5132,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449083.205,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449085.5201,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449086.202,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449087.207,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449091.5340,2.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449093.236,2.7,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449094.667,2.1,,,Vis.,NMS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5201,2.8,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5424,3.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5458,3.0,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5500,3.1,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5535,3.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449102.5632,3.1,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449105.5340,2.2,,,Vis.,SHS,,,,,,,,V,,,,BET PER,,STD,,,,
2449105.602,2.5,,,Vis.,NMS,C,,,,,,,V,,,,BET PER,,STD,,,,
2449149.5506,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449150.5417,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449154.566,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449161.5632,2.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449164.5632,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449165.5249,2.5,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449178.5625,2.1,,,Vis.,GBZ,C,,,,,,,V,,,,BET PER,,STD,,,,
2449180.5582,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449185.4833,2.8,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449185.5667,3.0,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449190.8,2.3,,,Vis.,GVN,,,,,,,,V,,,,BET PER,,STD,,,,
2449192.4326,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449209.5349,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449211.3618,3.2,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449211.4486,2.4,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449211.7,2.8,,,Vis.,WLC,,,,,,,,V,,,,BET PER,,STD,,,,
2449213.4528,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449216.5382,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449219.7882,2.5,,,Vis.,HUZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449220.3774,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449224.3792,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449225.5438,2.2,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449227.5674,2.1,,,Vis.,GBZ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449234.4535,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449236.7,2.2,,,Vis.,GVN,,,,,,,,V,,,,BET PER,,STD,,,,
2449238.351,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449241.3754,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449243.3113,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449244.6667,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449245.3986,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449245.7083,3.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449247.440,2.0,,,Vis.,OER,,,,,,,,V,,,,BET PER,,STD,,,,
2449247.4964,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449247.6118,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449248.346,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449248.4379,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449248.5697,3.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449248.609,3.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449249.7007,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449250.7014,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449251.3144,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449251.3494,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449252.375,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449253.3291,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449253.4031,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449254.3576,2.9,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449254.4161,2.8,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449254.4355,2.6,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449254.4614,2.4,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449254.4776,2.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449255.6750,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449256.3006,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449256.3517,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449257.7611,2.9,,,Vis.,HUZ,IM,,,,,,,V,,,,BET PER,,STD,,,,
2449259.6438,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449260.6535,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449261.6646,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449262.6646,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449264.6292,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449265.3116,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449265.6319,2.5,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449266.6639,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449267.2958,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449267.6458,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449268.2594,2.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449268.5657,2.6,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449268.6653,3.3,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449269.6660,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449270.3071,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449271.5938,3.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449273.6750,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449274.6424,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449276.6354,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449278.27,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449279.6188,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449282.4255,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449282.6632,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449283.5038,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449283.6042,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449284.6062,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449285.5,2.2,,,Vis.,GVN,,,,,,,,V,,,,BET PER,,STD,,,,
2449285.5111,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.278,2.3,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.312,2.4,,,Vis.,FSE,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6250,2.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6361,2.7,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6472,2.8,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6562,2.9,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6674,3.0,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6771,3.1,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6875,3.2,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.6979,3.4,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7083,3.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7188,3.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7285,3.5,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7396,3.4,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7500,3.2,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7604,3.0,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7708,2.9,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7812,2.8,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.7917,2.7,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449288.8021,2.6,,,Vis.,NMS,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449289.6944,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449293.1625,2.1,,,Vis.,GBZ,C,,,,,,,V,,,,BET PER,,STD,,,,
2449294.5208,3.3,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449294.6889,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449295.2785,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449295.3486,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449296.3325,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449297.2690,2.8,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449297.2967,2.9,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449297.3099,3.0,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449297.3521,2.4,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449297.6292,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449299.2951,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449299.5472,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449300.5347,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449301.7292,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449302.7333,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449303.1313,2.4,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449303.2688,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449303.5062,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449304.1486,2.2,,,Vis.,GBZ,C,,,,,,,V,,,,BET PER,,STD,,,,
2449304.1944,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449304.2736,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449304.3597,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449304.6792,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449305.1917,2.3,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449305.225,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449306.1563,2.2,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449306.1903,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449306.2774,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449306.6715,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449307.7542,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449308.1708,2.2,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449308.7396,3.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449309.2611,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449309.2813,2.1,,,Vis.,SIV,,,,,,,,V,,,,BET PER,,STD,,,,
2449310.7708,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.2554,2.1,,,Vis.,GBZ,,,,,,,,V,,,,BET PER,,STD,,,,
2449311.4313,2.1,,,Vis.,GBZ,C,,,,,,,V,,,,BET PER,,STD,,,,
2449311.4847,2.0,,,Vis.,AEJ,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.4896,2.2,,,Vis.,RVR,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5,2.3,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5104,2.3,,,Vis.,SUX,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.519,2.2,,,Vis.,SCU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5194,2.1,,,Vis.,GIN,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5347,2.3,,,Vis.,RMU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5486,2.3,,,Vis.,RVR,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.55,2.3,,,Vis.,SCU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5500,2.3,,,Vis.,SUX,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5521,2.4,,,Vis.,RMU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.574,2.5,,,Vis.,SCU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5750,2.6,,,Vis.,RVR,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5750,2.4,,,Vis.,SUX,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5764,2.4,,,Vis.,RMU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5764,2.6,,,Vis.,GIN,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5951,2.7,,,Vis.,GIN,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.597,2.6,,,Vis.,SCU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.5972,2.6,,,Vis.,RMU,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.6,2.4,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.6,2.5,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
2449311.6,2.6,,,Vis.,SAH,,NA,,NA,,,,V,,,,BETA PER,,STD,,,,
